timestamp,file_id,treatment_type,google_doc_id,google_doc_url,google_doc_status,google_doc_filename,status,response_status,response_data,full_name,email,phone,first_name,last_name,gender,country,geographic_cluster,job_posting_id,job_title,job_description,likely_home_country,match_score,location,date_posted,error_message
2025-08-23T23:46:12.215765,ITC resume 18.pdf,Type_III,1kmJje1wGsDkE2zeggQ2jKMDLltawLezq5oxbZsTjUn8,https://docs.google.com/document/d/1kmJje1wGsDkE2zeggQ2jKMDLltawLezq5oxbZsTjUn8,200,ITC resume 18_Type_III,success,200,"{""documentID"": ""1kmJje1wGsDkE2zeggQ2jKMDLltawLezq5oxbZsTjUn8"", ""file_url"": ""https://docs.google.com/document/d/1kmJje1wGsDkE2zeggQ2jKMDLltawLezq5oxbZsTjUn8"", ""status"": 200, ""fileName"": ""ITC resume 18_Type_III""}",Michael Mensah,mensah.xx@gmail.com,+1 (647) 888-0008,Michael,Mensah,Male,Eritrea,Sub-Saharan Africa,689d5acce78d62530107137c,Backend Developer (Python),"**Please note before applying:**  \n\n* We’re looking for individuals with hands\-on startup and SaaS experience who thrive in fast\-paced, product\-driven environments.\n* Applicants whose experience...",Eritrea,92,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:46:33.632336,ITC resume 09.pdf,control,1aPZKwHfAm1aJO-0iIo9ckRvI6PBGDywK0RfvReOzWF4,https://docs.google.com/document/d/1aPZKwHfAm1aJO-0iIo9ckRvI6PBGDywK0RfvReOzWF4,200,ITC resume 09.pdf_control,success,200,"{""documentID"": ""1aPZKwHfAm1aJO-0iIo9ckRvI6PBGDywK0RfvReOzWF4"", ""file_url"": ""https://docs.google.com/document/d/1aPZKwHfAm1aJO-0iIo9ckRvI6PBGDywK0RfvReOzWF4"", ""status"": 200, ""fileName"": ""ITC resume 09.pdf_control""}",Isha Patel,patel.xx@gmail.com,+1 (416) 111-0001,Isha,Patel,Female,Pakistan,South Asia,689d5acce78d625301071389,"QA Automation Developer– Java, Selenium, Salesforce","**Role Description:**\n\n* Java, Selenium, Cucumber with good experience is developing automation framework and automating API and UI testing.\n* Good to have experience in automating Salesforce appli...",Pakistan,92,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:47:05.632031,ITC resume 09.pdf,Type_I,1Gub4ySQVrawGQJ9AxZEHvUS3pGAQMcE8s9Yxb6MtC5E,https://docs.google.com/document/d/1Gub4ySQVrawGQJ9AxZEHvUS3pGAQMcE8s9Yxb6MtC5E,200,ITC resume 09_Type_I,success,200,"{""documentID"": ""1Gub4ySQVrawGQJ9AxZEHvUS3pGAQMcE8s9Yxb6MtC5E"", ""file_url"": ""https://docs.google.com/document/d/1Gub4ySQVrawGQJ9AxZEHvUS3pGAQMcE8s9Yxb6MtC5E"", ""status"": 200, ""fileName"": ""ITC resume 09_Type_I""}",Vihaan Singh,singh.xx@gmail.com,+1 (416) 222-0002,Vihaan,Singh,Male,Pakistan,South Asia,689d5acce78d625301071389,"QA Automation Developer– Java, Selenium, Salesforce","**Role Description:**\n\n* Java, Selenium, Cucumber with good experience is developing automation framework and automating API and UI testing.\n* Good to have experience in automating Salesforce appli...",Pakistan,92,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:47:29.756087,ITC resume 09.pdf,Type_II,1W_Nk8V4Ei9G7cw-fRsHAY-dqAr77PVsCH_FdEMmK77g,https://docs.google.com/document/d/1W_Nk8V4Ei9G7cw-fRsHAY-dqAr77PVsCH_FdEMmK77g,200,ITC resume 09_Type_II,success,200,"{""documentID"": ""1W_Nk8V4Ei9G7cw-fRsHAY-dqAr77PVsCH_FdEMmK77g"", ""file_url"": ""https://docs.google.com/document/d/1W_Nk8V4Ei9G7cw-fRsHAY-dqAr77PVsCH_FdEMmK77g"", ""status"": 200, ""fileName"": ""ITC resume 09_Type_II""}",Aisha Kumar,kumar.xx@gmail.com,+1 (647) 333-0003,Aisha,Kumar,Female,Pakistan,South Asia,689d5acce78d625301071389,"QA Automation Developer– Java, Selenium, Salesforce","**Role Description:**\n\n* Java, Selenium, Cucumber with good experience is developing automation framework and automating API and UI testing.\n* Good to have experience in automating Salesforce appli...",Pakistan,92,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:48:00.362573,ITC resume 09.pdf,Type_III,139_r38eK3VueWqDlYK_UxOP_ycshcEj9z3zre168U9s,https://docs.google.com/document/d/139_r38eK3VueWqDlYK_UxOP_ycshcEj9z3zre168U9s,200,ITC resume 09_Type_III,success,200,"{""documentID"": ""139_r38eK3VueWqDlYK_UxOP_ycshcEj9z3zre168U9s"", ""file_url"": ""https://docs.google.com/document/d/139_r38eK3VueWqDlYK_UxOP_ycshcEj9z3zre168U9s"", ""status"": 200, ""fileName"": ""ITC resume 09_Type_III""}",Fatima Khan,khan.xx@gmail.com,+1 (647) 444-0004,Fatima,Khan,Female,Pakistan,South Asia,689d5acce78d625301071389,"QA Automation Developer– Java, Selenium, Salesforce","**Role Description:**\n\n* Java, Selenium, Cucumber with good experience is developing automation framework and automating API and UI testing.\n* Good to have experience in automating Salesforce appli...",Pakistan,92,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:48:34.377352,ITC resume 07.pdf,control,1lCLpjcbSqBVp6grrAoByasQFUM9wNKzWLsK-t5zCEus,https://docs.google.com/document/d/1lCLpjcbSqBVp6grrAoByasQFUM9wNKzWLsK-t5zCEus,200,ITC resume 07.pdf_control,success,200,"{""documentID"": ""1lCLpjcbSqBVp6grrAoByasQFUM9wNKzWLsK-t5zCEus"", ""file_url"": ""https://docs.google.com/document/d/1lCLpjcbSqBVp6grrAoByasQFUM9wNKzWLsK-t5zCEus"", ""status"": 200, ""fileName"": ""ITC resume 07.pdf_control""}",Naeem Hassan,hassan.xx@gmail.com,+1 (416) 121-0009,Naeem,Hassan,Male,Turkey,Middle East & North Africa,689d5acce78d625301071385,RQ09629/RQ09640 - Software Developer - Senior,**Skills and Knowledge:**\n\n* ASP.NET Programming – all supported versions\n* .NET Framework \- all supported versions C \#.Net VB.NET SQL XML Visual Studio \- all supported versions\n* MS Web Servic...,Turkey,95,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:49:13.070751,ITC resume 07.pdf,Type_I,1SMzdORNmijHDxWlHArXZ9anlV3-xgRxkFo-DuNiLyfA,https://docs.google.com/document/d/1SMzdORNmijHDxWlHArXZ9anlV3-xgRxkFo-DuNiLyfA,200,ITC resume 07_Type_I,success,200,"{""documentID"": ""1SMzdORNmijHDxWlHArXZ9anlV3-xgRxkFo-DuNiLyfA"", ""file_url"": ""https://docs.google.com/document/d/1SMzdORNmijHDxWlHArXZ9anlV3-xgRxkFo-DuNiLyfA"", ""status"": 200, ""fileName"": ""ITC resume 07_Type_I""}",Leila Rahman,rahman.xx@gmail.com,+1 (416) 121-0013,Leila,Rahman,Female,Turkey,Middle East & North Africa,689d5acce78d625301071385,RQ09629/RQ09640 - Software Developer - Senior,**Skills and Knowledge:**\n\n* ASP.NET Programming – all supported versions\n* .NET Framework \- all supported versions C \#.Net VB.NET SQL XML Visual Studio \- all supported versions\n* MS Web Servic...,Turkey,95,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:49:47.377045,ITC resume 07.pdf,Type_II,1iLh_hrO4YpNoEMycJJklxP2MZPu_WdyD0h6soNGmvnQ,https://docs.google.com/document/d/1iLh_hrO4YpNoEMycJJklxP2MZPu_WdyD0h6soNGmvnQ,200,ITC resume 07_Type_II,success,200,"{""documentID"": ""1iLh_hrO4YpNoEMycJJklxP2MZPu_WdyD0h6soNGmvnQ"", ""file_url"": ""https://docs.google.com/document/d/1iLh_hrO4YpNoEMycJJklxP2MZPu_WdyD0h6soNGmvnQ"", ""status"": 200, ""fileName"": ""ITC resume 07_Type_II""}",Farid Karimi,karimi.xx@gmail.com,+1 (647) 121-0014,Farid,Karimi,Male,Turkey,Middle East & North Africa,689d5acce78d625301071385,RQ09629/RQ09640 - Software Developer - Senior,**Skills and Knowledge:**\n\n* ASP.NET Programming – all supported versions\n* .NET Framework \- all supported versions C \#.Net VB.NET SQL XML Visual Studio \- all supported versions\n* MS Web Servic...,Turkey,95,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:50:21.917391,ITC resume 07.pdf,Type_III,1YVKa7KhQIZDUXj73TI6V0JbD7FuXkswcoiSGjGOay9s,https://docs.google.com/document/d/1YVKa7KhQIZDUXj73TI6V0JbD7FuXkswcoiSGjGOay9s,200,ITC resume 07_Type_III,success,200,"{""documentID"": ""1YVKa7KhQIZDUXj73TI6V0JbD7FuXkswcoiSGjGOay9s"", ""file_url"": ""https://docs.google.com/document/d/1YVKa7KhQIZDUXj73TI6V0JbD7FuXkswcoiSGjGOay9s"", ""status"": 200, ""fileName"": ""ITC resume 07_Type_III""}",Amir Mohamed,mohamed.xx@gmail.com,+1 (647) 121-0015,Amir,Mohamed,Male,Turkey,Middle East & North Africa,689d5acce78d625301071385,RQ09629/RQ09640 - Software Developer - Senior,**Skills and Knowledge:**\n\n* ASP.NET Programming – all supported versions\n* .NET Framework \- all supported versions C \#.Net VB.NET SQL XML Visual Studio \- all supported versions\n* MS Web Servic...,Turkey,95,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:50:49.178265,ITC resume 08.pdf,control,1ZcMU54-NRe2dQMY8DYQmg1izu8VOxRu1b0zwfpL44eo,https://docs.google.com/document/d/1ZcMU54-NRe2dQMY8DYQmg1izu8VOxRu1b0zwfpL44eo,200,ITC resume 08.pdf_control,success,200,"{""documentID"": ""1ZcMU54-NRe2dQMY8DYQmg1izu8VOxRu1b0zwfpL44eo"", ""file_url"": ""https://docs.google.com/document/d/1ZcMU54-NRe2dQMY8DYQmg1izu8VOxRu1b0zwfpL44eo"", ""status"": 200, ""fileName"": ""ITC resume 08.pdf_control""}",Sekou Adebayo,adebayo.xx@gmail.com,+1 (416) 555-0005,Sekou,Adebayo,Male,Mauritius,Sub-Saharan Africa,689d5acce78d625301071398,Software Developer 3 - React Native,"**Company Description**  \n\nAbout Us: SSENSE (pronounced \[es\-*uh*ns]) is a global technology platform operating at the intersection of culture, community, and commerce. Headquartered in Montreal, i...",Mauritius,85,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:51:21.763076,ITC resume 08.pdf,Type_I,1db4-af6ipaeb5oD-4HPyHTwqxcn9NQPA5nXvRNKV2Qc,https://docs.google.com/document/d/1db4-af6ipaeb5oD-4HPyHTwqxcn9NQPA5nXvRNKV2Qc,200,ITC resume 08_Type_I,success,200,"{""documentID"": ""1db4-af6ipaeb5oD-4HPyHTwqxcn9NQPA5nXvRNKV2Qc"", ""file_url"": ""https://docs.google.com/document/d/1db4-af6ipaeb5oD-4HPyHTwqxcn9NQPA5nXvRNKV2Qc"", ""status"": 200, ""fileName"": ""ITC resume 08_Type_I""}",Léo Okoro,okoro.xx@gmail.com,+1 (416) 666-0006,Léo,Okoro,Male,Mauritius,Sub-Saharan Africa,689d5acce78d625301071398,Software Developer 3 - React Native,"**Company Description**  \n\nAbout Us: SSENSE (pronounced \[es\-*uh*ns]) is a global technology platform operating at the intersection of culture, community, and commerce. Headquartered in Montreal, i...",Mauritius,85,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:51:56.774075,ITC resume 08.pdf,Type_II,13TTz69NUlG0_tfJdYTgChtuT27dqtFom43daeDvEDgU,https://docs.google.com/document/d/13TTz69NUlG0_tfJdYTgChtuT27dqtFom43daeDvEDgU,200,ITC resume 08_Type_II,success,200,"{""documentID"": ""13TTz69NUlG0_tfJdYTgChtuT27dqtFom43daeDvEDgU"", ""file_url"": ""https://docs.google.com/document/d/13TTz69NUlG0_tfJdYTgChtuT27dqtFom43daeDvEDgU"", ""status"": 200, ""fileName"": ""ITC resume 08_Type_II""}",Adama Traoré,traore.xx@gmail.com,+1 (647) 777-0007,Adama,Traoré,Female,Mauritius,Sub-Saharan Africa,689d5acce78d625301071398,Software Developer 3 - React Native,"**Company Description**  \n\nAbout Us: SSENSE (pronounced \[es\-*uh*ns]) is a global technology platform operating at the intersection of culture, community, and commerce. Headquartered in Montreal, i...",Mauritius,85,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:52:34.104949,ITC resume 08.pdf,Type_III,1gR-gbCKkyQls9TBnr3mZUeZkm8ugRz-czQcCOXDCmWU,https://docs.google.com/document/d/1gR-gbCKkyQls9TBnr3mZUeZkm8ugRz-czQcCOXDCmWU,200,ITC resume 08_Type_III,success,200,"{""documentID"": ""1gR-gbCKkyQls9TBnr3mZUeZkm8ugRz-czQcCOXDCmWU"", ""file_url"": ""https://docs.google.com/document/d/1gR-gbCKkyQls9TBnr3mZUeZkm8ugRz-czQcCOXDCmWU"", ""status"": 200, ""fileName"": ""ITC resume 08_Type_III""}",Akosua Mensah,mensah.xx@gmail.com,+1 (647) 888-0008,Akosua,Mensah,Female,Mauritius,Sub-Saharan Africa,689d5acce78d625301071398,Software Developer 3 - React Native,"**Company Description**  \n\nAbout Us: SSENSE (pronounced \[es\-*uh*ns]) is a global technology platform operating at the intersection of culture, community, and commerce. Headquartered in Montreal, i...",Mauritius,85,"Toronto, ON, CA",2025-08-13,
2025-08-23T23:52:39.357736,ITC resume 16.pdf,control,,,,,error,,,Test User,test@example.com,123-456-7890,Test,User,Unknown,USA,Unknown,689d5acce78d6253010713a1,"Ingénieur en Machine Learning/Machine Learning Engineer, ProServe Shared Delivery Team - Data & AI",**DESCRIPTION**\n---------------\n\n\nÊtes\-vous enthousiaste à l’idée de créer des solutions logicielles autour de grands systèmes complexes d’apprentissage automatique (AA) et d’intelligence artific...,USA,78,"Toronto, ON, CA",2025-06-17,Expecting value: line 1 column 1 (char 0)
2025-08-23T23:52:44.569789,ITC resume 16.pdf,Type_I,,,,,error,,,Test User,test@example.com,123-456-7890,Test,User,Unknown,USA,Unknown,689d5acce78d6253010713a1,"Ingénieur en Machine Learning/Machine Learning Engineer, ProServe Shared Delivery Team - Data & AI",**DESCRIPTION**\n---------------\n\n\nÊtes\-vous enthousiaste à l’idée de créer des solutions logicielles autour de grands systèmes complexes d’apprentissage automatique (AA) et d’intelligence artific...,USA,78,"Toronto, ON, CA",2025-06-17,Expecting value: line 1 column 1 (char 0)
2025-08-23T23:52:49.760084,ITC resume 16.pdf,Type_II,,,,,error,,,Test User,test@example.com,123-456-7890,Test,User,Unknown,USA,Unknown,689d5acce78d6253010713a1,"Ingénieur en Machine Learning/Machine Learning Engineer, ProServe Shared Delivery Team - Data & AI",**DESCRIPTION**\n---------------\n\n\nÊtes\-vous enthousiaste à l’idée de créer des solutions logicielles autour de grands systèmes complexes d’apprentissage automatique (AA) et d’intelligence artific...,USA,78,"Toronto, ON, CA",2025-06-17,Expecting value: line 1 column 1 (char 0)
2025-08-23T23:52:54.677823,ITC resume 16.pdf,Type_III,,,,,error,,,Test User,test@example.com,123-456-7890,Test,User,Unknown,USA,Unknown,689d5acce78d6253010713a1,"Ingénieur en Machine Learning/Machine Learning Engineer, ProServe Shared Delivery Team - Data & AI",**DESCRIPTION**\n---------------\n\n\nÊtes\-vous enthousiaste à l’idée de créer des solutions logicielles autour de grands systèmes complexes d’apprentissage automatique (AA) et d’intelligence artific...,USA,78,"Toronto, ON, CA",2025-06-17,Expecting value: line 1 column 1 (char 0)
2025-08-23T23:53:39.533649,ITC resume 01.pdf,control,1nxt2b81g0TbONXE_Ty43AYeAprz1BOTsfuLfCADu1N4,https://docs.google.com/document/d/1nxt2b81g0TbONXE_Ty43AYeAprz1BOTsfuLfCADu1N4,200,ITC resume 01.pdf_control,success,200,"{""documentID"": ""1nxt2b81g0TbONXE_Ty43AYeAprz1BOTsfuLfCADu1N4"", ""file_url"": ""https://docs.google.com/document/d/1nxt2b81g0TbONXE_Ty43AYeAprz1BOTsfuLfCADu1N4"", ""status"": 200, ""fileName"": ""ITC resume 01.pdf_control""}",Hamza Hassan,hassan.xx@gmail.com,+1 (416) 121-0009,Hamza,Hassan,Male,Lebanon,Middle East & North Africa,689d5acce78d6253010713b3,Senior UI/UX Developer for SAAS Platform and Websites,"Senior UI/UX Developer**Location:** Vancouver, BC (Hybrid – minimum 3 days/week in office)  \n**Employment Type:** Full\-Time\n\n**About TSB Communications**\n\nTSB Communications is a multidisciplina...",Lebanon,80,"Vancouver, BC, CA",2025-08-13,
